id,sample,q_result,new_q_result,final_q_result,next_yr_ver_q_result
35379,0.6220704325685268,1,,1.0,1
14052,0.20541399501203195,1,,1.0,1
12679,0.235417595968016,1,,1.0,1
25901,0.18883508544696778,1,,1.0,1
32080,1.7090668132482136,2,,2.0,2
28965,1.776199917261597,2,,2.0,2
5069,3.1080002662783186,3,,3.0,3
54137,2.476725606942063,2,2.0,2.0,2
18340,2.344626173502119,2,2.0,2.0,2
16785,1.0235620716643317,2,2.0,2.0,2
52926,3.3215905647556223,3,,3.0,3
23258,3.230433415512795,3,,3.0,3
50323,1.2494135993903426,2,2.0,2.0,2
40172,5.707499269816731,4,4.0,4.0,4
40314,9.15329249481481,5,,5.0,5
53380,0.6505118258286414,1,,1.0,1
24682,0.054186442190513814,1,,1.0,1
15171,1.17410454719099,2,2.0,2.0,2
8990,5.67926358575221,4,4.0,4.0,4
12122,1.8113413834680039,2,,2.0,2
49107,6.328642863457216,4,4.0,4.0,4
49919,0.7221372838833782,1,1.0,1.0,1
1418,1.0120501080773028,2,2.0,2.0,2
49062,3.1876359433670363,3,,3.0,3
47317,8.65945029255211,5,,5.0,5
40163,5.347680184764951,4,,4.0,4
44162,2.516011341242627,3,3.0,3.0,3
25016,5.827686324611784,4,4.0,4.0,4
31967,2.1536400526048847,2,,2.0,2
9045,3.1412835155787184,3,,3.0,3
22329,0.10228664409975433,1,,1.0,1
38077,1.258596175095934,2,2.0,2.0,2
29571,1.3374655901634567,2,,2.0,2
48344,4.090026767393251,3,,3.0,3
9658,0.9689589373734527,1,1.0,1.0,1
35191,0.9559314918090632,1,1.0,1.0,1
53111,0.42127588358238194,1,,1.0,1
26773,1.5196553223788838,2,,2.0,2
52961,0.046915913210006065,1,,1.0,1
44240,0.6965097637583277,1,,1.0,1
5355,1.4987023673980282,2,,2.0,2
55069,1.5956396340399217,2,,2.0,2
48026,1.9613469340799847,2,,2.0,2
33519,1.3979677767863148,2,,2.0,2
4500,3.3026218674155996,3,,3.0,3
9333,4.738538554568837,4,4.0,4.0,4
33331,0.7708791294309981,1,1.0,1.0,1
42522,2.1135790134844092,2,,2.0,2
6348,3.8222406840263297,3,,3.0,3
9289,0.34467913201269323,1,,1.0,1
56986,0.19719909802374058,1,,1.0,1
5893,1.641628240434235,2,,2.0,2
40467,2.8729245747385956,3,,3.0,3
35306,1.0437059625042686,2,2.0,2.0,2
39073,0.5257087974199952,1,,1.0,1
9134,1.8197385330578244,2,,2.0,2
47621,7.9774216628318175,5,,5.0,5
48553,8.924462510121183,5,,5.0,5
54659,1.7008720967050708,2,,2.0,2
55014,1.702074712616006,2,,2.0,2
917,3.7780405337385226,3,,3.0,3
12383,5.422659025809346,4,,4.0,4
45678,0.3209514881267197,1,,1.0,1
43782,1.237591163073951,2,2.0,2.0,2
39280,3.1407863479588434,3,,3.0,3
45839,1.1421040587368232,2,2.0,2.0,2
37712,0.9196607751603448,1,1.0,1.0,1
39211,5.234104889861235,4,,4.0,4
30517,0.11840849373101418,1,,1.0,1
50141,1.2104773323974614,2,2.0,2.0,2
44942,0.021461538556378574,1,,1.0,1
30397,9.333860667230251,5,,5.0,5
20267,3.2941313077906145,3,,3.0,3
15577,13.943484428615545,5,,5.0,5
35960,1.218076652162763,2,2.0,2.0,2
47952,0.41018783937362935,1,,1.0,1
5124,1.280439129314283,2,2.0,2.0,2
11974,0.6484626364292809,1,,1.0,1
54499,0.8277028929336419,1,1.0,1.0,1
45048,0.7195498502181105,1,1.0,1.0,1
23005,0.15607686730744705,1,,1.0,1
45825,3.4759439944894686,3,,3.0,3
27285,4.36763873329352,3,3.0,3.0,3
16540,0.8607392849251303,1,1.0,1.0,1
32168,4.941736042140688,4,,4.0,4
21327,0.00025439234375747283,1,,1.0,1
45562,0.004944441598483557,1,,1.0,1
42067,18.799663663338087,5,,5.0,5
30308,0.592914285049246,1,,1.0,1
20333,2.580816088296427,3,3.0,3.0,3
26839,0.7802485306315232,1,1.0,1.0,1
8926,2.5546505340966723,3,3.0,3.0,3
4944,0.776109514020951,1,1.0,1.0,1
12197,3.8004452479358344,3,,3.0,3
22556,1.6594928754577845,2,,2.0,2
27338,2.4381193617019754,2,2.0,2.0,2
22124,0.3658922395847718,1,,1.0,1
45955,1.413974943239808,2,,2.0,2
33071,0.31843594381221935,1,,1.0,1
42281,4.988812308599689,4,,4.0,4
33734,0.9205294590269877,1,1.0,1.0,1
51525,0.10202227600622289,1,,1.0,1
11944,4.157905848367058,3,,3.0,3
2238,2.0619897112254497,2,,2.0,2
28774,2.027680853823213,2,,2.0,2
15651,1.869696171307457,2,,2.0,2
8770,2.326666967869565,2,2.0,2.0,2
46133,0.12703448121497254,1,,1.0,1
9235,10.693787540662287,5,,5.0,5
41786,6.085879826880866,4,4.0,4.0,4
22737,6.53313765715977,5,5.0,5.0,5
56227,0.34448730830787794,1,,1.0,1
28956,0.24475428826868606,1,,1.0,1
24976,5.291392822355604,4,,4.0,4
31441,0.1753429284863482,1,,1.0,1
43575,5.4053839473747916,4,,4.0,4
28858,5.3276284472589825,4,,4.0,4
8551,2.4646218990202953,2,2.0,2.0,2
3560,6.8906729702875005,5,5.0,5.0,5
26975,0.6931250697323668,1,,1.0,1
8437,3.121148378357521,3,,3.0,3
44663,0.2516084456668031,1,,1.0,1
30952,2.360483732844872,2,2.0,2.0,2
34550,0.8585859845486639,1,1.0,1.0,1
9676,3.56329900199723,3,,3.0,3
546,8.595748439640769,5,,5.0,5
8758,13.714410445080691,5,,5.0,5
814,0.3220751313637551,1,,1.0,1
28825,3.4005368186263167,3,,3.0,3
21922,1.2552684315018303,2,2.0,2.0,2
12765,10.611731462515458,5,,5.0,5
19315,2.4505397945826815,2,2.0,2.0,2
25959,0.3764010932767789,1,,1.0,1
16558,2.5432475771724774,3,3.0,3.0,3
29425,4.449036376495488,3,3.0,3.0,3
54392,0.6898136047455964,1,,1.0,1
38815,4.147612961971372,3,,3.0,3
46306,2.85504027598435,3,,3.0,3
31949,0.3997374668832051,1,,1.0,1
50924,3.704464789430969,3,,3.0,3
43639,0.7785621239985658,1,1.0,1.0,1
7523,0.1187015155858964,1,,1.0,1
51634,0.5340961016849967,1,,1.0,1
2200,0.5333458103689284,1,,1.0,1
32161,2.224568313964177,2,2.0,2.0,2
25933,2.724337506557129,3,3.0,3.0,3
16938,1.2005107296461461,2,2.0,2.0,2
56629,1.3672744502663732,2,,2.0,2
55997,0.32951670419281914,1,,1.0,1
47925,1.0537900403232217,2,2.0,2.0,2
52439,3.047360284726021,3,,3.0,3
8985,0.20592871035752947,1,,1.0,1
29839,12.778352700490391,5,,5.0,5
24161,2.6621526645301024,3,3.0,3.0,3
50351,6.540620822624795,5,5.0,5.0,5
9542,1.8280551761295178,2,,2.0,2
33564,2.3858807420708747,2,2.0,2.0,2
11825,0.07220513134608834,1,,1.0,1
44535,0.8768746376769352,1,1.0,1.0,1
1406,1.879190608643829,2,,2.0,2
10396,2.0291125397410728,2,,2.0,2
23847,2.0865471013602193,2,,2.0,2
13960,1.7339419964460039,2,,2.0,2
7182,1.5170379722279372,2,,2.0,2
42856,0.9178266345149617,1,1.0,1.0,1
18429,0.7501780658638124,1,1.0,1.0,1
37333,2.363681504203596,2,2.0,2.0,2
23864,3.408856333018534,3,,3.0,3
46490,0.3193844268278088,1,,1.0,1
48316,10.885677197613038,5,,5.0,5
39205,1.5269499107040398,2,,2.0,2
21133,4.064484146838824,3,,3.0,3
31228,0.7303964935822321,1,1.0,1.0,1
51433,2.933451225044883,3,,3.0,3
3788,6.017044729751883,4,4.0,4.0,4
46624,1.671107605288577,2,,2.0,2
52968,8.332544483379907,5,,5.0,5
32087,0.23981456800980322,1,,1.0,1
47638,8.701895899014861,5,,5.0,5
56160,4.184268681084579,3,,3.0,3
56007,1.1577454427996,2,2.0,2.0,2
1526,1.2411132846516777,2,2.0,2.0,2
21278,1.7832145143186604,2,,2.0,2
30300,2.1418626245984638,2,,2.0,2
19135,5.541016124814883,4,4.0,4.0,4
26836,2.989462169697317,3,,3.0,3
56086,5.339074253905418,4,,4.0,4
5693,0.1297556353390328,1,,1.0,1
56359,2.57104889765154,3,3.0,3.0,3
9249,2.6022731509683887,3,3.0,3.0,3
17519,0.3464480044402453,1,,1.0,1
29353,0.14440171950455707,1,,1.0,1
28406,0.9213916449796951,1,1.0,1.0,1
42585,1.3760312322613468,2,,2.0,2
7597,1.7647404592384757,2,,2.0,2
630,0.9765066032605538,1,1.0,1.0,1
28606,2.5075673483946455,3,3.0,3.0,3
27412,1.5168841892580331,2,,2.0,2
5346,2.453146139363686,2,2.0,2.0,2
10645,2.1769122631724924,2,,2.0,2
53702,3.5136290231969354,3,,3.0,3
227,0.14958265925170622,1,,1.0,1
35946,3.5655804179033503,3,,3.0,3
53506,6.099755874841278,4,4.0,4.0,4
5675,2.3256179794590297,2,2.0,2.0,2
30403,4.892720925071996,4,,4.0,4
23715,0.5765999793139117,1,,1.0,1
46494,12.995801222253652,5,,5.0,5
13293,1.501476127051605,2,,2.0,2
482,0.3344893030909785,1,,1.0,1
31898,4.235088657842489,3,3.0,3.0,3
39061,0.37793028861782546,1,,1.0,1
42977,1.4619232637560804,2,,2.0,2
25213,2.6547961995673264,3,3.0,3.0,3
12099,0.21641185529274082,1,,1.0,1
20779,2.338831545269047,2,2.0,2.0,2
52434,1.9814223357482066,2,,2.0,2
13771,0.13972340336772535,1,,1.0,1
23982,5.66326644949932,4,4.0,4.0,4
52983,5.034925112077227,4,,4.0,4
30494,2.218650737074905,2,2.0,2.0,2
54260,0.6890480262697702,1,,1.0,1
46513,1.7763291223997508,2,,2.0,2
1843,1.2288438214043438,2,2.0,2.0,2
52637,2.965004498908427,3,,3.0,3
44714,3.6252717622587047,3,,3.0,3
8717,2.233580490689583,2,2.0,2.0,2
31529,9.31140464926376,5,,5.0,5
5900,0.7122753056987946,1,1.0,1.0,1
25434,1.0849718333857046,2,2.0,2.0,2
2213,2.8178721194660667,3,,3.0,3
24026,8.051165922926158,5,,5.0,5
22823,2.0606131088078223,2,,2.0,2
34408,2.3537158922927497,2,2.0,2.0,2
50064,2.6652226444788463,3,3.0,3.0,3
53175,2.226793901554496,2,2.0,2.0,2
39310,1.4028264107283328,2,,2.0,2
49229,7.97904206296817,5,,5.0,5
5004,0.41390623000542126,1,,1.0,1
33235,2.805334517275237,3,,3.0,3
29299,6.09696894520488,4,4.0,4.0,4
30815,1.6017550874389301,2,,2.0,2
30836,1.0999513267274592,2,2.0,2.0,2
50152,0.2234400775100374,1,,1.0,1
51598,0.3637636536101939,1,,1.0,1
41533,10.00054687750764,5,,5.0,5
33149,2.820424669042568,3,,3.0,3
1344,7.078718909620156,5,,5.0,5
11895,2.8848683569533757,3,,3.0,3
55697,1.1250431297540604,2,2.0,2.0,2
20862,0.4775841761470495,1,,1.0,1
9179,8.504276471412817,5,,5.0,5
2994,3.1069653270497826,3,,3.0,3
48215,2.288212287498947,2,2.0,2.0,2
42163,3.5532309198004453,3,,3.0,3
20461,0.8867898340629121,1,1.0,1.0,1
16961,2.3614120017964813,2,2.0,2.0,2
35287,1.7548356147940158,2,,2.0,2
32931,0.9281487954924559,1,1.0,1.0,1
53044,2.533900793723717,3,3.0,3.0,3
7895,2.786017226048467,3,3.0,3.0,3
35172,1.1782795674195448,2,2.0,2.0,2
1633,0.08737201264839028,1,,1.0,1
24123,0.7734305388225826,1,1.0,1.0,1
47649,0.7194357799551973,1,1.0,1.0,1
29465,4.750615940737034,4,4.0,4.0,4
12543,3.291427747200532,3,,3.0,3
7576,5.357083750215403,4,,4.0,4
6198,1.5473869188696845,2,,2.0,2
831,1.419023065997183,2,,2.0,2
24365,8.245215635850993,5,,5.0,5
33571,1.1505054575528058,2,2.0,2.0,2
9871,1.0541122918575718,2,2.0,2.0,2
25216,0.2845929729157246,1,,1.0,1
7845,3.595663160229005,3,,3.0,3
241,0.15920952182497078,1,,1.0,1
12027,4.326640042936439,3,3.0,3.0,3
274,2.23566351278402,2,2.0,2.0,2
27636,1.853873120194273,2,,2.0,2
23429,0.5214537591918386,1,,1.0,1
38263,0.6745021232079621,1,,1.0,1
48462,16.576999726012566,5,,5.0,5
46898,2.521732425648815,3,3.0,3.0,3
40883,4.8022182775890485,4,,4.0,4
34529,1.1653435803424097,2,2.0,2.0,2
44354,2.0713817215181685,2,,2.0,2
4173,0.6408509849930476,1,,1.0,1
51659,4.229920265291149,3,3.0,3.0,3
50177,4.434437291191684,3,3.0,3.0,3
27633,8.311854969530136,5,,5.0,5
50804,7.01310092629797,5,,5.0,5
28054,0.7724040071802984,1,1.0,1.0,1
4398,0.9298211487685121,1,1.0,1.0,1
34015,1.1208416280781648,2,2.0,2.0,2
16850,1.120375705819893,2,2.0,2.0,2
32314,3.5595543544776778,3,,3.0,3
36308,5.264193567139431,4,,4.0,4
2290,2.5418675311249403,3,3.0,3.0,3
49749,4.512570412049513,4,4.0,4.0,4
18934,9.553612796340767,5,,5.0,5
45058,7.887972825264142,5,,5.0,5
37209,3.667166508783598,3,,3.0,3
17102,6.652927222852757,5,5.0,5.0,5
53641,12.35756958548223,5,,5.0,5
52007,1.0094629471499454,2,2.0,2.0,2
44488,0.4588168873375045,1,,1.0,1
49544,1.8954910537063498,2,,2.0,2
39255,9.503240588723394,5,,5.0,5
9771,9.872539094355018,5,,5.0,5
32182,0.42665762220740056,1,,1.0,1
28990,1.5635235503406208,2,,2.0,2
47501,1.8623186658345594,2,,2.0,2
33908,0.19311641069445956,1,,1.0,1
13958,7.448143297010158,5,,5.0,5
21748,2.321908308771504,2,2.0,2.0,2
39767,0.4554731455441581,1,,1.0,1
31091,1.7164201504278624,2,,2.0,2
12514,1.8893413958107326,2,,2.0,2
42422,0.8954890669509716,1,1.0,1.0,1
10933,0.21406857579684668,1,,1.0,1
13073,1.3196858324841148,2,,2.0,2
15423,2.7223844493470533,3,3.0,3.0,3
31938,1.848430919277659,2,,2.0,2
55457,0.19064521563317358,1,,1.0,1
16535,0.5714726303781511,1,,1.0,1
35224,1.4668435065037349,2,,2.0,2
19381,4.725255043219264,4,4.0,4.0,4
13522,9.161445617525148,5,,5.0,5
15787,1.3381587372527122,2,,2.0,2
32795,1.1812052889050995,2,2.0,2.0,2
8644,0.7794465816191003,1,1.0,1.0,1
31602,2.324915799711607,2,2.0,2.0,2
47087,5.709193364408993,4,4.0,4.0,4
44529,0.20193036276887666,1,,1.0,1
40260,4.524718733302111,4,4.0,4.0,4
45909,1.7534114134927512,2,,2.0,2
39020,0.5553173176388473,1,,1.0,1
13020,0.8061320726428857,1,1.0,1.0,1
49223,1.6034796238384514,2,,2.0,2
23711,3.479757660418556,3,,3.0,3
7489,1.0026181072441054,2,2.0,2.0,2
20143,3.674580804591821,3,,3.0,3
54465,0.6265884738774073,1,,1.0,1
52457,0.5852301759078375,1,,1.0,1
34459,7.634850944219545,5,,5.0,5
43600,0.7360227489408856,1,1.0,1.0,1
11557,12.749781056352383,5,,5.0,5
56239,1.1554645176408742,2,2.0,2.0,2
25850,2.336844319132747,2,2.0,2.0,2
95,1.1010051444415656,2,2.0,2.0,2
39678,0.2943475448347027,1,,1.0,1
8925,7.446343273090359,5,,5.0,5
42002,2.0768859184669597,2,,2.0,2
46184,4.5800392045324045,4,4.0,4.0,4
34516,3.3983808022262894,3,,3.0,3
31030,4.517479612289644,4,4.0,4.0,4
20948,3.2668175332440055,3,,3.0,3
54084,3.0079818436975287,3,,3.0,3
29230,3.773473982328756,3,,3.0,3
21931,1.5548404177378063,2,,2.0,2
29277,0.5205916361139972,1,,1.0,1
30712,0.28066323354061073,1,,1.0,1
50866,2.559726391061236,3,3.0,3.0,3
18343,0.6812225254104339,1,,1.0,1
56539,0.9610668588104662,1,1.0,1.0,1
27773,3.9896766675035713,3,,3.0,3
28855,5.561160020581696,4,4.0,4.0,4
25955,3.2241841380858824,3,,3.0,3
31733,2.8333809913123607,3,,3.0,3
25930,3.7407371137688905,3,,3.0,3
48663,9.370172176231744,5,,5.0,5
6577,0.7711534514338952,1,1.0,1.0,1
38655,0.958125560250673,1,1.0,1.0,1
1623,11.476649134201072,5,,5.0,5
27602,1.189797116699977,2,2.0,2.0,2
41088,2.2448878439035767,2,2.0,2.0,2
28050,0.11529651293603893,1,,1.0,1
26355,1.3343746800895246,2,,2.0,2
1535,13.285772266114696,5,,5.0,5
10181,0.45922503138996823,1,,1.0,1
23848,2.9081290847359864,3,,3.0,3
22461,4.896942385966308,4,,4.0,4
5363,3.679995472347134,3,,3.0,3
39178,13.297978370666502,5,,5.0,5
28336,1.8764134456274988,2,,2.0,2
25337,0.21799262783342874,1,,1.0,1
35807,2.186242600204589,2,,2.0,2
51758,0.4549305360335256,1,,1.0,1
4953,11.83760389943956,5,,5.0,5
29011,19.521567873513103,5,,5.0,5
22643,8.259196058257944,5,,5.0,5
31717,2.886625372324569,3,,3.0,3
42159,3.71463303447777,3,,3.0,3
17467,3.642589299914184,3,,3.0,3
1339,1.8912502414011414,2,,2.0,2
3964,0.8265159613150966,1,1.0,1.0,1
56067,4.36700158849356,3,3.0,3.0,3
54818,10.99948281985521,5,,5.0,5
47633,0.1596530751684247,1,,1.0,1
20486,0.39593248711482854,1,,1.0,1
7691,0.1968911401978278,1,,1.0,1
14537,0.469780428536369,1,,1.0,1
4549,3.3831163961326256,3,,3.0,3
6629,3.2410319844620936,3,,3.0,3
8018,5.181318338209495,4,,4.0,4
119,5.780764424823187,4,4.0,4.0,4
1193,4.083730850439742,3,,3.0,3
43454,5.901622923654394,4,4.0,4.0,4
1630,3.164221279793732,3,,3.0,3
50565,1.4913922523128282,2,,2.0,2
37125,0.5617271695050899,1,,1.0,1
26316,0.18634751799490049,1,,1.0,1
17795,0.921182589174232,1,1.0,1.0,1
8454,1.068157009853623,2,2.0,2.0,2
38438,4.785335497877141,4,4.0,4.0,4
17511,2.0403023236527256,2,,2.0,2
12733,5.890711992237488,4,4.0,4.0,4
21537,1.6002804212377795,2,,2.0,2
54867,7.84308856226774,5,,5.0,5
17721,0.2360868957618787,1,,1.0,1
30249,1.0114727396176026,2,2.0,2.0,2
43369,5.631225958601943,4,4.0,4.0,4
43922,1.6365012043836054,2,,2.0,2
22554,0.290519441282041,1,,1.0,1
21986,1.5083442077139084,2,,2.0,2
21269,2.6801823639498963,3,3.0,3.0,3
24132,10.147655126967475,5,,5.0,5
8953,0.14819787333019052,1,,1.0,1
9263,4.450100329319542,3,3.0,3.0,3
18399,4.2444597114232465,3,3.0,3.0,3
13373,4.580322917494874,4,4.0,4.0,4
21969,3.577683674903008,3,,3.0,3
36973,2.6481592623489774,3,3.0,3.0,3
18838,2.467133545286987,2,2.0,2.0,2
47449,6.05113595956201,4,4.0,4.0,4
6102,7.44570412963339,5,,5.0,5
54011,1.1262899632424201,2,2.0,2.0,2
38136,1.8574709231463213,2,,2.0,2
5135,1.78772859577431,2,,2.0,2
15650,3.2832125937934973,3,,3.0,3
49008,1.6497307011687665,2,,2.0,2
34349,0.41826393454489785,1,,1.0,1
30212,0.5765129397137038,1,,1.0,1
39578,0.1833046615124164,1,,1.0,1
13324,1.6444081841054536,2,,2.0,2
7848,4.138210675997133,3,,3.0,3
3609,11.149437698744995,5,,5.0,5
52667,1.0717775970906536,2,2.0,2.0,2
48053,1.3445973991075593,2,,2.0,2
55966,1.2933045742972702,2,2.0,2.0,2
13463,0.4077206472414315,1,,1.0,1
25558,0.22730714409095842,1,,1.0,1
36570,0.31069885721304386,1,,1.0,1
14253,0.4818509370902757,1,,1.0,1
36687,2.1715199962661123,2,,2.0,2
27293,0.8958400921175849,1,1.0,1.0,1
6093,0.11790265913079372,1,,1.0,1
4550,0.37891518168904326,1,,1.0,1
22464,0.532372528581817,1,,1.0,1
18415,4.116351948114212,3,,3.0,3
44202,4.0936345018994,3,,3.0,3
9386,4.434840961156379,3,3.0,3.0,3
52749,1.1047733159350421,2,2.0,2.0,2
10281,7.990005217350367,5,,5.0,5
2342,6.033470605484212,4,4.0,4.0,4
11748,2.934424260780742,3,,3.0,3
21862,4.330004367702895,3,3.0,3.0,3
21162,0.4317231256723099,1,,1.0,1
43716,2.077872442180767,2,,2.0,2
35225,2.647166986328124,3,3.0,3.0,3
16056,0.7483017023016272,1,1.0,1.0,1
54753,2.6036328967514746,3,3.0,3.0,3
21367,3.239471874572227,3,,3.0,3
30654,3.8267163997349205,3,,3.0,3
48587,3.103824904665695,3,,3.0,3
49176,4.300261449630494,3,3.0,3.0,3
48779,7.669635063166426,5,,5.0,5
35545,0.5972911279585462,1,,1.0,1
12716,0.8714355368437875,1,1.0,1.0,1
51415,1.1656778395827714,2,2.0,2.0,2
49510,1.5014372272302434,2,,2.0,2
43081,1.1160383211164717,2,2.0,2.0,2
52046,0.34785023804421894,1,,1.0,1
52319,4.435092666794556,3,3.0,3.0,3
45672,5.062735978143385,4,,4.0,4
51969,0.14620492623564824,1,,1.0,1
37740,1.84143529506644,2,,2.0,2
44250,8.117613934593289,5,,5.0,5
42468,1.2968639411365621,2,2.0,2.0,2
36531,0.4165701963865497,1,,1.0,1
46644,2.1948955967387556,2,,2.0,2
56431,0.6340987693576202,1,,1.0,1
26676,0.6884096469360119,1,,1.0,1
48877,0.7578840753049062,1,1.0,1.0,1
19205,1.040981075696412,2,2.0,2.0,2
22430,4.275275163917498,3,3.0,3.0,3
8997,0.11324748875852746,1,,1.0,1
41354,0.07133379112630568,1,,1.0,1
22923,8.120031008801217,5,,5.0,5
49243,0.9780508596626354,1,1.0,1.0,1
17776,6.507318981462213,5,5.0,5.0,5
55622,2.8129771184023413,3,,3.0,3
35023,5.718524011302509,4,4.0,4.0,4
17671,1.4675663316213512,2,,2.0,2
32303,0.7284800613726503,1,1.0,1.0,1
28586,1.3669307265076025,2,,2.0,2
33698,1.1901335816932712,2,2.0,2.0,2
12436,3.4248321727612137,3,,3.0,3
40750,1.5330589172510933,2,,2.0,2
8251,2.003997249528917,2,,2.0,2
3565,0.31757850683093103,1,,1.0,1
50831,0.12477869194484482,1,,1.0,1
22857,0.5505112921692028,1,,1.0,1
11396,2.7030717182742565,3,3.0,3.0,3
30258,0.9225492905463072,1,1.0,1.0,1
15348,0.6086183317566959,1,,1.0,1
28662,0.6091705386636077,1,,1.0,1
55663,2.944384666280357,3,,3.0,3
49648,0.016888166698054,1,,1.0,1
48991,4.802537905708599,4,,4.0,4
49781,0.8572503659930412,1,1.0,1.0,1
7786,3.9318659311063726,3,,3.0,3
44021,1.0219528097726773,2,2.0,2.0,2
21509,4.906828937634456,4,,4.0,4
55532,2.917976223919669,3,,3.0,3
54032,0.7721228374796284,1,1.0,1.0,1
13505,1.8157100108697726,2,,2.0,2
21076,1.5463298012453983,2,,2.0,2
46776,2.5425326955862877,3,3.0,3.0,3
49679,2.0100199946802935,2,,2.0,2
33271,6.817553352828486,5,5.0,5.0,5
1647,0.2449294920850293,1,,1.0,1
34943,1.8664218938699086,2,,2.0,2
9024,1.3064170462445923,2,,2.0,2
13856,7.556938503860524,5,,5.0,5
30020,0.2104935271675922,1,,1.0,1
23369,3.1095321600750223,3,,3.0,3
9475,0.7872976172989159,1,1.0,1.0,1
34101,6.512090055563783,5,5.0,5.0,5
42847,1.6122480534436319,2,,2.0,2
35758,2.2172172122969216,2,2.0,2.0,2
9561,0.038598425279823684,1,,1.0,1
16898,0.5845275543078667,1,,1.0,1
54723,1.6901433439585833,2,,2.0,2
24556,1.8039999181900943,2,,2.0,2
37179,3.3768026621963005,3,,3.0,3
13363,3.3502791082903336,3,,3.0,3
55616,3.2691002620867917,3,,3.0,3
25140,0.32198667881128756,1,,1.0,1
53889,4.360273290245681,3,3.0,3.0,3
36391,7.1942924101684245,5,,5.0,5
50418,4.164031383066702,3,,3.0,3
8587,5.649949896398805,4,4.0,4.0,4
26628,8.52081301372213,5,,5.0,5
34532,6.920531118179698,5,5.0,5.0,5
18395,1.9407787693627134,2,,2.0,2
19578,1.4331913710791615,2,,2.0,2
8082,0.7409093979803965,1,1.0,1.0,1
52124,0.512378368442793,1,,1.0,1
7156,12.718800853017637,5,,5.0,5
38705,10.739852168924143,5,,5.0,5
4438,1.6538782136138006,2,,2.0,2
36182,4.145014250817627,3,,3.0,3
23138,1.3024449482596567,2,,2.0,2
24268,0.740210857601379,1,1.0,1.0,1
21853,0.752894220995432,1,1.0,1.0,1
53239,0.30507572534619365,1,,1.0,1
56806,1.4132164332846815,2,,2.0,2
6510,0.16841210259241984,1,,1.0,1
17354,0.09818821171765849,1,,1.0,1
50703,0.31529391072735846,1,,1.0,1
35328,1.168788151588782,2,2.0,2.0,2
8128,6.153943210970601,4,4.0,4.0,4
51990,1.8841313285012116,2,,2.0,2
44599,0.09247498832038636,1,,1.0,1
26707,5.686961426646486,4,4.0,4.0,4
16066,4.473905349732116,3,3.0,3.0,3
13000,0.4411400973940187,1,,1.0,1
23952,0.0037338090716781385,1,,1.0,1
33914,0.10335990490625836,1,,1.0,1
50963,0.9016647688649041,1,1.0,1.0,1
5438,2.1766283962265933,2,,2.0,2
53145,0.011879094941272149,1,,1.0,1
39078,2.548230130633703,3,3.0,3.0,3
43586,1.1584965094223287,2,2.0,2.0,2
19856,0.5940197221634457,1,,1.0,1
31309,4.2313238424871,3,3.0,3.0,3
53777,2.8743613902184535,3,,3.0,3
44347,0.2566989257857489,1,,1.0,1
37920,2.8400496344791204,3,,3.0,3
38035,5.043329268429473,4,,4.0,4
1491,6.267791343009461,4,4.0,4.0,4
52792,0.06811003179962728,1,,1.0,1
36024,0.8579846175618044,1,1.0,1.0,1
20432,0.6165835909201738,1,,1.0,1
36098,3.308065706087348,3,,3.0,3
5398,0.8357008015476207,1,1.0,1.0,1
51653,1.3207220030405074,2,,2.0,2
22531,6.8952641254626865,5,5.0,5.0,5
9724,2.5702237946880144,3,3.0,3.0,3
26299,2.4695191239750884,2,2.0,2.0,2
4677,2.6655224716539823,3,3.0,3.0,3
27724,4.8703837250944275,4,,4.0,4
34628,1.549034407385077,2,,2.0,2
56124,2.408638628579221,2,2.0,2.0,2
10143,5.650719148648595,4,4.0,4.0,4
6945,3.7503185238345726,3,,3.0,3
22606,1.4090910034306356,2,,2.0,2
34519,7.842130257858497,5,,5.0,5
34479,2.8905393514939823,3,,3.0,3
22311,3.5395222815548943,3,,3.0,3
455,2.1219660280528383,2,,2.0,2
36912,0.16889839144986227,1,,1.0,1
52924,0.13883933537650864,1,,1.0,1
3161,2.439327645724808,2,2.0,2.0,2
12628,4.973131816508656,4,,4.0,4
31986,2.540530439970334,3,3.0,3.0,3
28347,5.4264700273873,4,,4.0,4
39892,1.6753355740868927,2,,2.0,2
32718,3.5430144595604114,3,,3.0,3
46421,2.627692845308997,3,3.0,3.0,3
50407,1.791437970448968,2,,2.0,2
52810,0.061630647376512346,1,,1.0,1
17590,5.4588503544877085,4,,4.0,4
15036,7.60633951860466,5,,5.0,5
56131,1.385705649129719,2,,2.0,2
54571,6.1727996633909665,4,4.0,4.0,4
4041,2.2724500719227767,2,2.0,2.0,2
25746,4.660530375521683,4,4.0,4.0,4
40865,0.49724897263391304,1,,1.0,1
13110,7.337960329924661,5,,5.0,5
10632,1.3855956874205382,2,,2.0,2
6069,3.673472386056214,3,,3.0,3
18815,0.12581440631333576,1,,1.0,1
33548,6.9765359733023535,5,5.0,5.0,5
19491,2.448232345649703,2,2.0,2.0,2
24824,8.026811887119703,5,,5.0,5
34174,0.4635281811818721,1,,1.0,1
12643,2.047921821891103,2,,2.0,2
3652,1.5288192368732854,2,,2.0,2
3283,0.16502135318085662,1,,1.0,1
38894,3.9002669914331425,3,,3.0,3
13559,8.14748470906789,5,,5.0,5
2740,2.048267278882709,2,,2.0,2
30992,0.29900708430542955,1,,1.0,1
11163,12.456738466702806,5,,5.0,5
